player_display_name,position,season,recent_team,fantasy_points_ppr
Bear Pascoe,TE,2012,NYG,13.5
Rhett Ellison,TE,2012,MIN,13.5
D.J. Williams,TE,2012,GB,12.7
Daniel Fells,TE,2012,NE,12.5
John Carlson,TE,2012,MIN,12.3
David Paulson,TE,2012,PIT,12.1
Tim Tebow,TE,2012,NYJ,11.76
Virgil Green,TE,2012,DEN,11.3
Nate Byham,TE,2012,TB,10.8
Taylor Thompson,TE,2012,TEN,10.6
Ladarius Green,TE,2012,LAC,9.6
Garrett Celek,TE,2012,SF,9.1
Richard Gordon,TE,2012,LV,8.9
Kyle Adams,TE,2012,CHI,8
Mike McNeill,TE,2012,LA,7.1
Evan Rodriguez,TE,2012,CHI,6.1
Ben Hartsock,TE,2012,CAR,5
Jake O'Connell,TE,2012,KC,4.8
Jim Dray,TE,2012,ARI,3.5
Weslye Saunders,TE,2012,IND,3.5
Cory Harkey,TE,2012,LA,3.1
Hayden Smith,TE,2012,NYJ,2.6
Zach Potter,TE,2012,JAX,2.6
Allen Reisner,TE,2012,MIN,2.3
Chase Coffman,TE,2012,ATL,2.2
Kellen Winslow,TE,2012,NE,2.2
Ryan Taylor,TE,2012,GB,2.1
Chris Cooley,TE,2012,WAS,1.8
Dominique Jones,TE,2012,IND,1.8
Tommy Gallarda,TE,2012,ATL,1.7
Evan Moore,TE,2012,PHI,1.6
Isaiah Stanback,TE,2012,JAX,1.6
Brad Smelley,TE,2012,CLE,1.3
Mike Higgins,TE,2012,NO,0.7
Billy Bajema,TE,2012,BAL,0
Richie Brockel,TE,2012,CAR,0
Travis Beckum,TE,2012,NYG,0
Visanthe Shiancoe,TE,2012,NE,0
Dedrick Epps,TE,2012,NYJ,-0.1
Calvin Johnson,WR,2012,DET,342.4
Brandon Marshall,WR,2012,CHI,334.6
A.J. Green,WR,2012,CIN,299.8
Dez Bryant,WR,2012,DAL,298.6
Andre Johnson,WR,2012,HOU,295.8
Demaryius Thomas,WR,2012,DEN,291.4
Wes Welker,WR,2012,NE,289.4
Eric Decker,WR,2012,DEN,269.4
Roddy White,WR,2012,ATL,269.1
Reggie Wayne,WR,2012,IND,269
Julio Jones,WR,2012,ATL,261.8
Vincent Jackson,WR,2012,TB,260.4
Marques Colston,WR,2012,NO,256.4
Victor Cruz,WR,2012,NYG,255.2
Michael Crabtree,WR,2012,SF,250.3
Randall Cobb,WR,2012,GB,242.6
James Jones,WR,2012,GB,226.4
Mike Williams,WR,2012,TB,217.72
Steve Johnson,WR,2012,BUF,217.6
Steve Smith,WR,2012,CAR,215.1
Lance Moore,WR,2012,NO,205.1
Jeremy Maclin,WR,2012,PHI,194.7
Mike Wallace,WR,2012,PIT,194.3
Miles Austin,WR,2012,DAL,194.3
Cecil Shorts,WR,2012,JAX,192.5
Brandon Lloyd,WR,2012,NE,189.1
T.Y. Hilton,WR,2012,IND,187
Brian Hartline,WR,2012,MIA,186.3
Justin Blackmon,WR,2012,JAX,184.8
Anquan Boldin,WR,2012,BAL,183.4
Torrey Smith,WR,2012,BAL,183.4
Larry Fitzgerald,WR,2012,ARI,174.8
Antonio Brown,WR,2012,PIT,173.1
Andre Roberts,WR,2012,ARI,172.8
Sidney Rice,WR,2012,SEA,168.4
Jordy Nelson,WR,2012,GB,167.5
Malcom Floyd,WR,2012,LAC,167.4
Percy Harvin,WR,2012,MIN,167.3
Denarius Moore,WR,2012,LV,166.6
Golden Tate,WR,2012,SEA,160.72
Josh Gordon,WR,2012,CLE,158.5
Jeremy Kerley,WR,2012,NYJ,157.18
Donnie Avery,WR,2012,IND,157
Dwayne Bowe,WR,2012,KC,155.1
Brandon Gibson,WR,2012,LA,150.1
Kendall Wright,WR,2012,TEN,149
Danny Amendola,WR,2012,LA,146.4
Santana Moss,WR,2012,WAS,145.7
Danario Alexander,WR,2012,LAC,144.8
Davone Bess,WR,2012,MIA,144.8
Nate Washington,WR,2012,TEN,144.6
Greg Little,WR,2012,CLE,143.2
Hakeem Nicks,WR,2012,NYG,140.2
Brandon LaFell,WR,2012,CAR,139.2
Darrius Heyward-Bey,WR,2012,LV,133.2
Chris Givens,WR,2012,LA,133
Pierre Garcon,WR,2012,WAS,132.2
Andrew Hawkins,WR,2012,CIN,131.3
Brandon Stokley,WR,2012,DEN,129.4
Kenny Britt,WR,2012,TEN,127.9
DeSean Jackson,WR,2012,PHI,126.3
Jason Avant,WR,2012,PHI,117.8
Rod Streater,WR,2012,LV,115.4
Josh Morgan,WR,2012,WAS,113.5
Michael Floyd,WR,2012,ARI,111.2
Leonard Hankerson,WR,2012,WAS,110.8
Donald Jones,WR,2012,BUF,109.3
Emmanuel Sanders,WR,2012,PIT,109
Dexter McCluster,WR,2012,KC,108.2
Domenik Hixon,WR,2012,NYG,107.7
Kevin Walter,WR,2012,HOU,104.8
Kevin Ogletree,WR,2012,DAL,100.5
Mario Manningham,WR,2012,SF,97.3
Michael Jenkins,WR,2012,MIN,96.9
Titus Young,WR,2012,DET,96.9
Greg Jennings,WR,2012,GB,96.6
Jacoby Jones,WR,2012,BAL,95.2
Randy Moss,WR,2012,SF,89.4
Harry Douglas,WR,2012,ATL,83.9
Doug Baldwin,WR,2012,SEA,83.6
Tiquan Underwood,WR,2012,TB,82.6
Austin Pettis,WR,2012,LA,80.1
Alshon Jeffery,WR,2012,CHI,78.7
Earl Bennett,WR,2012,CHI,78.5
Julian Edelman,WR,2012,NE,77
Travis Benjamin,WR,2012,CLE,70.4
Nate Burleson,WR,2012,DET,69.8
Trevor Graham,WR,2012,BUF,69.7
Chaz Schilens,WR,2012,NYJ,66.9
Rueben Randle,WR,2012,NYG,66.8
Jarius Wright,WR,2012,MIN,66.1
Joseph Morgan,WR,2012,NO,66
Riley Cooper,WR,2012,PHI,65.8
Ryan Broyles,WR,2012,DET,65
Louis Murphy,WR,2012,CAR,64.9
Stephen Hill,WR,2012,NYJ,64.2
Mohamed Sanu,WR,2012,CIN,63.82
Damian Williams,WR,2012,TEN,62.4
Micheal Spurlock,WR,2012,LAC,61
Devery Henderson,WR,2012,NO,60.9
Jon Baldwin,WR,2012,KC,58.5
Armon Binns,WR,2012,MIA,55.7
Eddie Royal,WR,2012,LAC,54.6
Aldrick Robinson,WR,2012,WAS,54.1
Devin Hester,WR,2012,CHI,53.8
Jordan Shipley,WR,2012,JAX,53.4
Dwayne Harris,WR,2012,DAL,53.2
Damaris Johnson,WR,2012,PHI,51.8
Jerome Simpson,WR,2012,MIN,51.4
Santonio Holmes,WR,2012,NYJ,51.2
Early Doucet,WR,2012,ARI,49.6
Marvin Jones,WR,2012,CIN,48.8
Laurent Robinson,WR,2012,JAX,47.2
Robert Meachem,WR,2012,LAC,46.1
Derek Hagan,WR,2012,LV,45.9
Braylon Edwards,WR,2012,NYJ,43.9
Kyle Williams,WR,2012,SF,43.3
Mohamed Massaquoi,WR,2012,CLE,42.4
Mike Thomas,WR,2012,DET,40.5
Brandon Tate,WR,2012,CIN,40.1
Clyde Gates,WR,2012,NYJ,39.6
Juron Criner,WR,2012,LV,39.1
Brian Quick,WR,2012,LA,38.6
Jerricho Cotchery,WR,2012,PIT,37.5
Ramses Barden,WR,2012,NYG,36
LaVon Brazill,WR,2012,IND,35.6
Deion Branch,WR,2012,NE,30.5
Darius Reynaud,WR,2012,TEN,29.8
Keshawn Martin,WR,2012,HOU,29.8
Devin Aromashodu,WR,2012,MIN,29.2
Cole Beasley,WR,2012,DAL,27.8
Donald Driver,WR,2012,GB,27.7
Lestar Jean,WR,2012,HOU,27.1
Steve Smith,WR,2012,LA,27.1
Jordan Norwood,WR,2012,CLE,26.8
Kris Durham,WR,2012,DET,26.5
Terrelle Pryor,WR,2012,LV,26.5
Rishard Matthews,WR,2012,MIA,26.1
Tandon Doss,WR,2012,BAL,25.3
Marlon Moore,WR,2012,MIA,24.5
Kevin Elliott,WR,2012,JAX,20.8
DeVier Posey,WR,2012,HOU,20.4
Matt Willis,WR,2012,DEN,19
Josh Cooper,WR,2012,CLE,18.6
Josh Cribbs,WR,2012,CLE,17.5
Armanti Edwards,WR,2012,CAR,17.1
Terrance Copper,WR,2012,KC,16
Trindon Holliday,WR,2012,DEN,15.7
Marcus Thigpen,WR,2012,MIA,15.3
Stephen Burton,WR,2012,MIN,14.5
Brian Robiskie,WR,2012,DET,14.4
Steve Breaston,WR,2012,KC,14.4
Drew Davis,WR,2012,ATL,14
Donte' Stallworth,WR,2012,NE,13.3
Plaxico Burress,WR,2012,PIT,13.2
Kealoha Pilares,WR,2012,CAR,12.7
Jamar Newsome,WR,2012,KC,12.3
Ryan Whalen,WR,2012,CIN,12.3
David Reed,WR,2012,BAL,11.6
Devon Wylie,WR,2012,KC,11.3
Lavelle Hawkins,WR,2012,TEN,11.2
Ben Obomanu,WR,2012,SEA,10.9
Michael Preston,WR,2012,TEN,10.9
Jabar Gaffney,WR,2012,MIA,10.8
Stefan Logan,WR,2012,DET,10.5
Deonte Thompson,WR,2012,BAL,10.1
Jason Hill,WR,2012,NYJ,9.5
Greg Camarillo,WR,2012,NO,8.4
Arrelious Benn,WR,2012,TB,8.2
Charly Martin,WR,2012,SEA,8.2
Ruvell Martin,WR,2012,BUF,8.1
Courtney Roby,WR,2012,NO,7.9
Jarrett Boykin,WR,2012,GB,7.7
Seyi Ajirotutu,WR,2012,LAC,7.5
Toney Clemons,WR,2012,JAX,7.1
Jermaine Kearse,WR,2012,SEA,6.1
Jerrel Jernigan,WR,2012,NYG,5.8
David Nelson,WR,2012,BUF,5.1
Eric Weems,WR,2012,CHI,4.7
Kris Adams,WR,2012,IND,4.6
Dezmon Briscoe,WR,2012,WAS,4.3
Andre Caldwell,WR,2012,DEN,4.2
Anthony Armstrong,WR,2012,MIA,4.2
Mardy Gilyard,WR,2012,NYJ,3.5
Chris Owusu,WR,2012,TB,3.4
Andre Holmes,WR,2012,DAL,3.1
Joe Adams,WR,2012,CAR,3
Ted Ginn,WR,2012,SF,2.8
Sammie Stroughter,WR,2012,TB,2.4
Jordan White,WR,2012,NYJ,2.3
LaRon Byrd,WR,2012,ARI,1.8
Dane Sanzenbacher,WR,2012,CHI,1.7
Austin Collie,WR,2012,IND,1.6
Legedu Naanee,WR,2012,MIA,0.9
David Gilreath,WR,2012,PIT,0.7
Preston Parker,WR,2012,TB,0.7
Nathan Palmer,WR,2012,IND,0.6
A.J. Jenkins,WR,2012,SF,0
Kevin Cone,WR,2012,ATL,0
Marvin McNutt,WR,2012,PHI,0
Mike Brown,WR,2012,JAX,0
Patrick Turner,WR,2012,NYJ,0
Richard Goodman,WR,2012,LAC,0
Mike Tolbert,FB,2013,CAR,123.5
Marcel Reece,FB,2013,LV,111.78
Jason Snelling,FB,2013,ATL,90.8
Bruce Miller,FB,2013,SF,50.6
Darrel Young,FB,2013,WAS,39.2
Stanley Havili,FB,2013,IND,37.5
Frank Summers,FB,2013,BUF,31.5
John Kuhn,FB,2013,GB,30.9
Jed Collins,FB,2013,NO,29.9
Tommy Bohanon,FB,2013,NYJ,24.1
Vonta Leach,FB,2013,BAL,24
Derrick Coleman,FB,2013,SEA,20.5
James Develin,FB,2013,NE,17.2
Erik Lorig,FB,2013,TB,15.7
Will Ta'ufo'ou,FB,2013,JAX,14.1
Jamize Olawale,FB,2013,LV,13.9
Patrick DiMarco,FB,2013,ATL,12.9
Jerome Felton,FB,2013,MIN,9.7
Tony Fiammetta,FB,2013,CHI,9.7
James Casey,FB,2013,PHI,6.1
Bradie Ewing,FB,2013,ATL,4.9
Michael Robinson,FB,2013,SEA,4.7
Le'Ron McClain,FB,2013,LAC,4.5
Zach Line,FB,2013,MIN,1.8
Henry Hynoski,FB,2013,NYG,1.5
Kyle Juszczyk,FB,2013,BAL,0
Quinn Johnson,FB,2013,TEN,0
Tyler Clutts,FB,2013,DAL,-0.6
Shaun Suisham,K,2013,PIT,-1.2
Peyton Manning,QB,2013,DEN,409.98
Drew Brees,QB,2013,NO,357.68
Cam Newton,QB,2013,CAR,297.66
Andrew Luck,QB,2013,IND,292.58
Philip Rivers,QB,2013,LAC,288.32
Andy Dalton,QB,2013,CIN,288.02
Matthew Stafford,QB,2013,DET,278.9
Russell Wilson,QB,2013,SEA,270.18
Colin Kaepernick,QB,2013,SF,264.28
Tony Romo,QB,2013,DAL,260.92
Nick Foles,QB,2013,PHI,259.74
Ben Roethlisberger,QB,2013,PIT,258.34
Alex Smith,QB,2013,KC,254.22
Tom Brady,QB,2013,NE,251.52
Matt Ryan,QB,2013,ATL,248.1
Ryan Tannehill,QB,2013,MIA,238.32
Carson Palmer,QB,2013,ARI,217.26
Robert Griffin,QB,2013,WAS,213.02
Joe Flacco,QB,2013,BAL,207.58
Geno Smith,QB,2013,NYJ,194.74
Eli Manning,QB,2013,NYG,170.32
Aaron Rodgers,QB,2013,GB,169.44
Jay Cutler,QB,2013,CHI,168.64
Ryan Fitzpatrick,QB,2013,TEN,167.66
Chad Henne,QB,2013,JAX,161.34
Mike Glennon,QB,2013,TB,158.02
Josh McCown,QB,2013,CHI,136.06
EJ Manuel,QB,2013,BUF,133.48
Sam Bradford,QB,2013,LA,118.58
Jason Campbell,QB,2013,CLE,115.3
Matt Cassel,QB,2013,MIN,107.98
Christian Ponder,QB,2013,MIN,107.02
Matt Schaub,QB,2013,HOU,104.8
Case Keenum,QB,2013,HOU,103.6
Mike Vick,QB,2013,PHI,101.2
Jake Locker,QB,2013,TEN,99.74
Brandon Weeden,QB,2013,CLE,89.64
Kellen Clemens,QB,2013,LA,85.32
Matt McGloin,QB,2013,LV,78.58
Matt Flynn,QB,2013,GB,72.18
Thad Lewis,QB,2013,BUF,58.88
Brian Hoyer,QB,2013,CLE,40.2
Scott Tolzien,QB,2013,GB,34.18
Kirk Cousins,QB,2013,WAS,33.56
Josh Freeman,QB,2013,MIN,30.44
Kyle Orton,QB,2013,DAL,20.72
Chase Daniel,QB,2013,KC,17.12
Tarvaris Jackson,QB,2013,SEA,16.14
Blaine Gabbert,QB,2013,JAX,12.44
Jeff Tuel,QB,2013,BUF,12.06
Matt Simms,QB,2013,NYJ,9.94
Joe Webb,QB,2013,MIN,8.3
Tyrod Taylor,QB,2013,BAL,6.08
Brad Smith,QB,2013,PHI,4.9
Brock Osweiler,QB,2013,DEN,4
Seneca Wallace,QB,2013,GB,3.56
Dominique Davis,QB,2013,ATL,3.36
Matt Hasselbeck,QB,2013,IND,3
Josh Johnson,QB,2013,CIN,2
Matt Barkley,QB,2013,PHI,1.8
T.J. Yates,QB,2013,HOU,0.52
Derek Anderson,QB,2013,CAR,0
Colt McCoy,QB,2013,SF,-0.08
Shaun Hill,QB,2013,DET,-0.2
Luke McCown,QB,2013,NO,-0.4
Charlie Whitehurst,QB,2013,LAC,-0.5
Matt Moore,QB,2013,MIA,-1.88
Curtis Painter,QB,2013,NYG,-1.92
Jamaal Charles,RB,2013,KC,378
Matt Forte,RB,2013,CHI,337.3
LeSean McCoy,RB,2013,PHI,330.6
Knowshon Moreno,RB,2013,DEN,296.6
Marshawn Lynch,RB,2013,SEA,275.3
DeMarco Murray,RB,2013,DAL,258.1
Eddie Lacy,RB,2013,GB,242.5
Chris Johnson,RB,2013,TEN,240.2
Reggie Bush,RB,2013,DET,239.2
Fred Jackson,RB,2013,BUF,234.7
Adrian Peterson,RB,2013,MIN,232.7
Danny Woodhead,RB,2013,LAC,223.4
Giovani Bernard,RB,2013,CIN,222.9
Le'Veon Bell,RB,2013,PIT,216.9
Joique Bell,RB,2013,DET,216.7
Pierre Thomas,RB,2013,NO,213.2
Ryan Mathews,RB,2013,LAC,210.4
Frank Gore,RB,2013,SF,190.9
Maurice Jones-Drew,RB,2013,JAX,187.02
Zac Stacy,RB,2013,LA,183.4
Alfred Morris,RB,2013,WAS,178.3
Ray Rice,RB,2013,BAL,178.1
Darren Sproles,RB,2013,NO,175.4
Rashad Jennings,RB,2013,LV,174.5
Andre Ellington,RB,2013,ARI,165.3
DeAngelo Williams,RB,2013,CAR,163.6
Cordarrelle Patterson,RB,2013,MIN,161.7
C.J. Spiller,RB,2013,BUF,154.8
Donald Brown,RB,2013,IND,150.1
Steven Jackson,RB,2013,ATL,148.4
Ben Tate,RB,2013,HOU,145.1
Rashard Mendenhall,RB,2013,ARI,144.1
Jacquizz Rodgers,RB,2013,ATL,141.3
Bilal Powell,RB,2013,NYJ,140.1
Shane Vereen,RB,2013,NE,134.5
Stevan Ridley,RB,2013,NE,127.5
Lamar Miller,RB,2013,MIA,123.9
LeGarrette Blount,RB,2013,NE,121
BenJarvus Green-Ellis,RB,2013,CIN,119.8
Chris Ogbonnaya,RB,2013,CLE,114.3
Bobby Rainey,RB,2013,TB,110.2
Arian Foster,RB,2013,HOU,108.5
Montee Ball,RB,2013,DEN,108.4
Roy Helu,RB,2013,WAS,107.5
Chris Ivory,RB,2013,NYJ,104.3
Darren McFadden,RB,2013,LV,98.34
Daniel Thomas,RB,2013,MIA,97.9
Andre Brown,RB,2013,NYG,93.5
James Starks,RB,2013,GB,92.2
Bernard Pierce,RB,2013,BAL,86
Brandon Bolden,RB,2013,NE,81.3
Knile Davis,RB,2013,KC,70.7
Doug Martin,RB,2013,TB,70.2
Jordan Todman,RB,2013,JAX,69.2
Brian Leonard,RB,2013,TB,65.1
Shonn Greene,RB,2013,TEN,63.4
Bryce Brown,RB,2013,PHI,61.8
Kendall Hunter,RB,2013,SF,61.1
Toby Gerhart,RB,2013,MIN,60.1
Mark Ingram,RB,2013,NO,58.4
Willis McGahee,RB,2013,CLE,57.7
Peyton Hillis,RB,2013,NYG,57.3
Fozzy Whittaker,RB,2013,CLE,56.4
Michael Bush,RB,2013,CHI,52.5
Ronnie Hillman,RB,2013,DEN,49.7
Brandon Jacobs,RB,2013,NYG,49.1
Mike James,RB,2013,TB,47.88
Daryl Richardson,RB,2013,LA,47.6
Benny Cunningham,RB,2013,LA,44
Edwin Baker,RB,2013,CLE,42.8
Joseph Randle,RB,2013,DAL,42.5
Ahmad Bradshaw,RB,2013,IND,41.8
Robert Turbin,RB,2013,SEA,40.4
Matt Asiata,RB,2013,MIN,38.9
Chris Polk,RB,2013,PHI,37.9
Anthony Sherman,RB,2013,KC,37.8
Ronnie Brown,RB,2013,LAC,35.7
Da'Rel Scott,RB,2013,NYG,34.5
Jonathan Dwyer,RB,2013,PIT,34.1
Felix Jones,RB,2013,PIT,31.7
Dennis Johnson,RB,2013,HOU,30.9
Antone Smith,RB,2013,ATL,29.5
Jonathan Stewart,RB,2013,CAR,29.4
Khiry Robinson,RB,2013,NO,28.4
Jackie Battle,RB,2013,TEN,27.8
Stepfan Taylor,RB,2013,ARI,26.6
Justin Forsett,RB,2013,JAX,26.3
Alfonso Smith,RB,2013,ARI,26.2
Lance Dunbar,RB,2013,DAL,25.9
Jonathan Grimes,RB,2013,HOU,24.9
Anthony Dixon,RB,2013,SF,23.6
Tashard Choice,RB,2013,IND,23.5
Isaiah Pead,RB,2013,LA,22.9
Johnathan Franklin,RB,2013,GB,21.7
David Wilson,RB,2013,NYG,19.4
Will Johnson,RB,2013,PIT,18.1
Theo Riddick,RB,2013,DET,15.1
Jeremy Stewart,RB,2013,LV,14.8
Cyrus Gray,RB,2013,KC,14
Phillip Tanner,RB,2013,DAL,13.5
Dan Herron,RB,2013,IND,10
Mike Goodson,RB,2013,NYJ,10
Taiwan Jones,RB,2013,LV,9.8
LaMichael James,RB,2013,SF,9.5
Collin Mooney,RB,2013,TEN,9.2
John Conner,RB,2013,NYG,9.1
Greg Jones,RB,2013,HOU,8.6
Michael Cox,RB,2013,NYG,8.5
Travaris Cadet,RB,2013,NO,8.5
Christine Michael,RB,2013,SEA,7.9
Vick Ballard,RB,2013,IND,6.8
Isaac Redman,RB,2013,PIT,6.6
Michael Hill,RB,2013,TB,6.6
Jeff Demps,RB,2013,TB,6.5
Alex Green,RB,2013,NYJ,6.3
Deji Karim,RB,2013,HOU,6
LaRod Stephens-Howling,RB,2013,PIT,5
Denard Robinson,RB,2013,JAX,4.6
Bernard Scott,RB,2013,BAL,4.4
C.J. Anderson,RB,2013,DEN,3.8
Kenjon Barner,RB,2013,CAR,3.4
Ray Graham,RB,2013,HOU,3
Joe Banyard,RB,2013,MIN,2.1
Mike Gillislee,RB,2013,MIA,2.1
Cedric Peerman,RB,2013,CIN,1.7
Robert Hughes,RB,2013,IND,1.6
Ronnie Wingo,RB,2013,BUF,1.6
Evan Royster,RB,2013,WAS,1.3
Spencer Ware,RB,2013,SEA,1
Cierre Wood,RB,2013,HOU,0.9
Mikel Leshoure,RB,2013,DET,0.9
Josh Vaughan,RB,2013,ATL,0.6
Armond Smith,RB,2013,CAR,0.5
Shaun Draughn,RB,2013,BAL,0.2
Leon Washington,RB,2013,NE,0.1
Chris Rainey,RB,2013,IND,0
Jimmy Graham,TE,2013,NO,303.5
Tony Gonzalez,TE,2013,ATL,218.9
Julius Thomas,TE,2013,DEN,215.8
Jordan Cameron,TE,2013,CLE,213.7
Vernon Davis,TE,2013,SF,213
Jason Witten,TE,2013,DAL,206.1
Greg Olsen,TE,2013,CAR,190.6
Charles Clay,TE,2013,MIA,188.4
Antonio Gates,TE,2013,LAC,184.2
Martellus Bennett,TE,2013,CHI,168.9
Delanie Walker,TE,2013,TEN,153.1
Jared Cook,TE,2013,LA,146.1
Timothy Wright,TE,2013,TB,141.3
Coby Fleener,TE,2013,IND,140.8
Garrett Graham,TE,2013,HOU,131.5
Scott Chandler,TE,2013,BUF,128.5
Brandon Myers,TE,2013,NYG,123.2
Rob Gronkowski,TE,2013,NE,122.2
Heath Miller,TE,2013,PIT,121.3
Brent Celek,TE,2013,PHI,116.2
Jordan Reed,TE,2013,WAS,114.7
Jermaine Gresham,TE,2013,CIN,109.8
Zach Ertz,TE,2013,PHI,106.9
Mychal Rivera,TE,2013,LV,102.7
Zach Miller,TE,2013,SEA,101.7
Tyler Eifert,TE,2013,CIN,95.5
Brandon Pettigrew,TE,2013,DET,92.6
Rob Housler,TE,2013,ARI,90.4
Jeff Cumberland,TE,2013,NYJ,89.8
Dallas Clark,TE,2013,BAL,83.3
Marcedes Lewis,TE,2013,JAX,82.9
Joseph Fauria,TE,2013,DET,82.7
Kellen Winslow,TE,2013,NYJ,81.8
Lance Kendricks,TE,2013,LA,81.8
Kyle Rudolph,TE,2013,MIN,79.3
Andrew Quarless,TE,2013,GB,75.2
Jermichael Finley,TE,2013,GB,73
Ladarius Green,TE,2013,LAC,72.6
John Carlson,TE,2013,MIN,72.4
Logan Paulsen,TE,2013,WAS,68.7
Sean McGrath,TE,2013,KC,68.2
Owen Daniels,TE,2013,HOU,67.2
Clay Harbor,TE,2013,JAX,63.2
Anthony Fasano,TE,2013,KC,61
Ed Dickson,TE,2013,BAL,58.3
Jim Dray,TE,2013,ARI,57.5
Benjamin Watson,TE,2013,NO,53.6
Luke Willson,TE,2013,SEA,53.2
Ryan Griffin,TE,2013,HOU,49.4
Jacob Tamme,TE,2013,DEN,44.4
Dennis Pitta,TE,2013,BAL,42.9
Gary Barnidge,TE,2013,CLE,37.7
Cory Harkey,TE,2013,LA,36.3
Gavin Escobar,TE,2013,DAL,34.4
Michael Hoomanawanui,TE,2013,NE,31.6
Levine Toilolo,TE,2013,ATL,28.5
Jake Ballard,TE,2013,ARI,26.5
Brandon Bostick,TE,2013,GB,25
Chase Ford,TE,2013,MIN,24.3
Bear Pascoe,TE,2013,NYG,20.3
Fred Davis,TE,2013,WAS,20
Vance McDonald,TE,2013,SF,19.9
James Hanna,TE,2013,DAL,19.3
Joel Dreessen,TE,2013,DEN,17.7
Rhett Ellison,TE,2013,MIN,17.1
Chris Gragg,TE,2013,BUF,16.3
Josh Hill,TE,2013,NO,15.6
Dion Sims,TE,2013,MIA,15.2
Tony Scheffler,TE,2013,DET,15.2
Jeron Mastrud,TE,2013,LV,14.8
Danny Noble,TE,2013,JAX,14.3
David Paulson,TE,2013,PIT,14.2
Michael Egnew,TE,2013,MIA,13.9
Virgil Green,TE,2013,DEN,13.5
Lee Smith,TE,2013,BUF,12.8
Kellen Davis,TE,2013,SEA,12.2
Tom Crabtree,TE,2013,TB,12.1
Zach Sudfeld,TE,2013,NYJ,11.3
David Johnson,TE,2013,PIT,11
Taylor Thompson,TE,2013,TEN,10.3
Alex Smith,TE,2013,CIN,10.2
Matthew Mulligan,TE,2013,NE,9.6
Niles Paul,TE,2013,WAS,9.1
Allen Reisner,TE,2013,JAX,9
Dwayne Allen,TE,2013,IND,9
Ryan Taylor,TE,2013,GB,9
Weslye Saunders,TE,2013,IND,8.6
Matt Spaeth,TE,2013,PIT,8.1
Nick Kasa,TE,2013,LV,7.9
MarQueis Gray,TE,2013,CLE,7.1
John Phillips,TE,2013,LAC,7
Jack Doyle,TE,2013,IND,6.9
Nate Byham,TE,2013,TB,6.8
Kevin Brock,TE,2013,KC,6.6
Larry Donnell,TE,2013,NYG,6.1
Garrett Celek,TE,2013,SF,5.8
Dominique Jones,TE,2013,IND,5.4
Dorin Dickerson,TE,2013,DET,5.4
Billy Bajema,TE,2013,BAL,3.8
Kory Sperry,TE,2013,ARI,2.6
Craig Stevens,TE,2013,TEN,2.5
Dante Rosario,TE,2013,CHI,2.3
Richie Brockel,TE,2013,CAR,2.3
Visanthe Shiancoe,TE,2013,TEN,2.2
Michael Palmer,TE,2013,PIT,1.8
Orson Charles,TE,2013,CIN,1.8
Konrad Reuland,TE,2013,NYJ,1.7
Mike McNeill,TE,2013,LA,1.5
Justice Cunningham,TE,2013,IND,1.4
Richard Gordon,TE,2013,KC,1.3
Chase Coffman,TE,2013,ATL,0
D.J. Williams,TE,2013,NE,0
Evan Rodriguez,TE,2013,BUF,0
Demaryius Thomas,WR,2013,DEN,319
Antonio Brown,WR,2013,PIT,314.9
Josh Gordon,WR,2013,CLE,314.4
A.J. Green,WR,2013,CIN,306.6
Brandon Marshall,WR,2013,CHI,305.5
Calvin Johnson,WR,2013,DET,303.2
Dez Bryant,WR,2013,DAL,292.4
Alshon Jeffery,WR,2013,CHI,283.6
Eric Decker,WR,2013,DEN,279.8
Andre Johnson,WR,2013,HOU,279.7
Pierre Garcon,WR,2013,WAS,277.5
DeSean Jackson,WR,2013,PHI,269.4
Jordy Nelson,WR,2013,GB,264.4
Julian Edelman,WR,2013,NE,251.7
Anquan Boldin,WR,2013,SF,246
Vincent Jackson,WR,2013,TB,242.4
Larry Fitzgerald,WR,2013,ARI,236.2
Keenan Allen,WR,2013,LAC,221.6
T.Y. Hilton,WR,2013,IND,220.9
Kendall Wright,WR,2013,TEN,213.9
Wes Welker,WR,2013,DEN,210.8
Torrey Smith,WR,2013,BAL,203.8
Harry Douglas,WR,2013,ATL,201.7
Brian Hartline,WR,2013,MIA,201.6
Marques Colston,WR,2013,NO,199.3
Mike Wallace,WR,2013,MIA,199.3
Michael Floyd,WR,2013,ARI,199.1
Victor Cruz,WR,2013,NYG,194.8
Marvin Jones,WR,2013,CIN,188.7
Golden Tate,WR,2013,SEA,186.9
Riley Cooper,WR,2013,PHI,182.5
Emmanuel Sanders,WR,2013,PIT,181.5
Rod Streater,WR,2013,LV,172.5
Greg Jennings,WR,2013,MIN,172.4
Nate Washington,WR,2013,TEN,167.9
Jerricho Cotchery,WR,2013,PIT,165.7
Steve Smith,WR,2013,CAR,162.5
Cecil Shorts,WR,2013,JAX,161.7
Eddie Royal,WR,2013,LAC,160.2
James Jones,WR,2013,GB,158.7
Doug Baldwin,WR,2013,SEA,158.4
Dwayne Bowe,WR,2013,KC,154.3
Roddy White,WR,2013,ATL,150.1
Terrance Williams,WR,2013,DAL,148
Hakeem Nicks,WR,2013,NYG,145.6
Denarius Moore,WR,2013,LV,145.5
Marlon Brown,WR,2013,BAL,145.2
Terrelle Pryor,WR,2013,LV,143.52
Brandon LaFell,WR,2013,CAR,143.2
