player_display_name,position,season,recent_team,fantasy_points_ppr
Jamal Robertson,RB,2004,SF,16.5
Jamel White,RB,2004,BAL,16.3
James Jackson,RB,2004,CLE,16.3
Fred Beasley,RB,2004,SF,15.9
Leonard Henry,RB,2004,MIA,15.6
Arlen Harris,RB,2004,LA,14.4
Stephen Davis,RB,2004,CAR,14.4
Tony Hollings,RB,2004,HOU,14.3
Michael Turner,RB,2004,LAC,13.2
Larry Croom,RB,2004,ARI,11.2
Stanley Pritchett,RB,2004,ATL,10.3
Musa Smith,RB,2004,BAL,9.9
Rabih Abdullah,RB,2004,NE,9.2
Joe Burns,RB,2004,BUF,9
Steve Bush,RB,2004,SF,9
Eric McCoo,RB,2004,PHI,8.9
Andrew Pinnock,RB,2004,LAC,8.2
Brandon Bennett,RB,2004,CAR,7.7
Stephen Trejo,RB,2004,DET,7.7
Thomas Tapeh,RB,2004,PHI,7.7
Earnest Graham,RB,2004,TB,7.3
Adrian Peterson,RB,2004,CHI,6.9
Chris Perry,RB,2004,CIN,6.4
Nicolas Luchey,RB,2004,GB,6.4
Adimchinobe Echemandu,RB,2004,CLE,6
Derrick Ward,RB,2004,NYG,6
Ian Smart,RB,2004,TB,5.6
Jamar Martin,RB,2004,MIA,5.5
Fred McAfee,RB,2004,NO,5.4
Brock Forsey,RB,2004,MIA,5.3
Joey Harris,RB,2004,CAR,5.3
Moran Norris,RB,2004,HOU,5.3
Fred McCrary,RB,2004,ATL,4.3
Walter Williams,RB,2004,GB,4.2
Cecil Sapp,RB,2004,DEN,3.2
Cedric Cobbs,RB,2004,NE,3
Dan Klecko,RB,2004,NE,2.8
David Allen,RB,2004,JAX,2.8
George Layne,RB,2004,ATL,2.8
Vick King,RB,2004,MIA,2.7
Greg Comella,RB,2004,TB,2.2
Larry Ned,RB,2004,MIN,1.9
Rod Smart,RB,2004,CAR,1.9
Ki-Jana Carter,RB,2004,NO,1.7
Kerry Carter,RB,2004,SEA,1.5
Doug Easlick,RB,2004,MIA,1.4
Jarrod Baxter,RB,2004,HOU,1.4
Jasen Isom,RB,2004,SF,1.1
Jason Wright,RB,2004,ATL,1
Damien Anderson,RB,2004,ARI,0.2
Dante Brown,RB,2004,PIT,0.2
Omar Easy,RB,2004,KC,0.1
Rock Cartwright,RB,2004,WAS,0
Tony Gonzalez,TE,2004,KC,270.3
Antonio Gates,TE,2004,LAC,255.4
Jason Witten,TE,2004,DAL,221
Randy McMichael,TE,2004,MIA,178.1
Eric Johnson,TE,2004,SF,174.5
Jermaine Wiggins,TE,2004,MIN,165.5
Jeremy Shockey,TE,2004,NYG,163.6
Alge Crumpler,TE,2004,ATL,159.4
Bubba Franks,TE,2004,GB,112.1
Daniel Graham,TE,2004,NE,108.4
Jeb Putzier,TE,2004,DEN,105.2
Chris Cooley,TE,2004,WAS,104.4
L.J. Smith,TE,2004,PHI,101.7
Freddie Jones,TE,2004,ARI,99.6
Marcus Pollard,TE,2004,IND,95.9
Dallas Clark,TE,2004,IND,95.3
Ken Dilger,TE,2004,TB,93.5
Steve Heiden,TE,2004,CLE,86.7
Jerramy Stevens,TE,2004,SEA,85.9
Stephen Alexander,TE,2004,DET,84.7
Kris Mangum,TE,2004,CAR,84.3
Todd Heap,TE,2004,BAL,75.3
Aaron Shea,TE,2004,CLE,75.2
Chad Lewis,TE,2004,PHI,73.7
Ben Troupe,TE,2004,TEN,71.9
Doug Jolley,TE,2004,LV,70.3
Mark Campbell,TE,2004,BUF,67.3
Matt Schobel,TE,2004,CIN,63.1
Erron Kinney,TE,2004,TEN,62.3
Chris Baker,TE,2004,NYJ,58.2
Desmond Clark,TE,2004,CHI,56.2
Itula Mili,TE,2004,SEA,53
Daniel Wilcox,TE,2004,BAL,52.9
Shad Meier,TE,2004,TEN,47.7
Christian Fauria,TE,2004,NE,47.5
Jason Dunn,TE,2004,KC,47
Terry Jones,TE,2004,BAL,41.2
Billy Miller,TE,2004,HOU,40.8
Mike Seidman,TE,2004,CAR,39.3
Robert Royal,TE,2004,WAS,39
Brandon Manumaleuna,TE,2004,LA,38.4
Courtney Anderson,TE,2004,LV,36.5
Jerame Tuman,TE,2004,PIT,35.9
Patrick Hape,TE,2004,DEN,35.5
Teyo Johnson,TE,2004,LV,34.1
Tim Euhus,TE,2004,BUF,32.8
Kyle Brady,TE,2004,JAX,30.3
Todd Yoder,TE,2004,JAX,29.7
Anthony Becht,TE,2004,NYJ,29
Justin Peelle,TE,2004,LAC,28.4
Will Heller,TE,2004,TB,27.8
Jay Riemersma,TE,2004,PIT,27.2
Ernie Conwell,TE,2004,NO,26.2
Donald Lee,TE,2004,MIA,26
Darnell Dinkins,TE,2004,BAL,24.4
Dustin Lyman,TE,2004,CHI,24.3
Reggie Kelly,TE,2004,CIN,23.5
George Wrighster,TE,2004,JAX,22.9
Brian Jones,TE,2004,JAX,22.7
Aaron Walker,TE,2004,SF,21.5
Tony Stewart,TE,2004,CIN,20.8
Casey Fitzsimmons,TE,2004,DET,20.3
Ryan Krause,TE,2004,LAC,19.1
Ryan Hannam,TE,2004,SEA,19
Jed Weaver,TE,2004,NE,17.3
Sean Berton,TE,2004,MIN,16.8
Richard Owens,TE,2004,MIN,14.9
Marcellus Rivers,TE,2004,NYG,14.6
David Martin,TE,2004,GB,13.8
Visanthe Shiancoe,TE,2004,NYG,13.5
Cameron Cleeland,TE,2004,LA,12.5
Ryan Neufeld,TE,2004,BUF,12.1
Walter Rasby,TE,2004,WAS,10.2
Eric Edwards,TE,2004,ARI,10.1
Kellen Winslow,TE,2004,CLE,10
Mark Bruener,TE,2004,HOU,9.2
Ben Steele,TE,2004,GB,8.2
Rickey Dudley,TE,2004,TB,7.8
Dwayne Blakley,TE,2004,ATL,7.5
Lamont Hall,TE,2004,NO,7.4
Michael Gaines,TE,2004,CAR,7.4
Ben Hartsock,TE,2004,IND,7.3
Brian Kozlowski,TE,2004,WAS,5.9
Rod Trafford,TE,2004,BUF,5.5
Lorenzo Diamond,TE,2004,ARI,4.9
Dave Moore,TE,2004,TB,4.7
Jimmy Kleinsasser,TE,2004,MIN,4.4
Randal Williams,TE,2004,DAL,3.7
Benjamin Watson,TE,2004,NE,3.6
Dan Campbell,TE,2004,DAL,3.6
Matt Cushing,TE,2004,PIT,2.7
Nate Lawrie,TE,2004,TB,2.5
Mike Sellers,TE,2004,WAS,2.4
John Gilmore,TE,2004,CHI,2.1
Chad Mustard,TE,2004,CLE,1.9
Kevin Ware,TE,2004,SF,1.9
Billy Baber,TE,2004,TB,1.7
Keith Heinrich,TE,2004,CLE,1.1
Muhsin Muhammad,WR,2004,CAR,329
Joe Horn,WR,2004,NO,301.9
Javon Walker,WR,2004,GB,295
Torry Holt,WR,2004,LA,289.2
Marvin Harrison,WR,2004,IND,285.3
Chad Johnson,WR,2004,CIN,280.3
Terrell Owens,WR,2004,PHI,278.5
Drew Bennett,WR,2004,TEN,276.94
Reggie Wayne,WR,2004,IND,269.6
Donald Driver,WR,2004,GB,257.2
Derrick Mason,WR,2004,TEN,254.5
Darrell Jackson,WR,2004,SEA,249.7
Isaac Bruce,WR,2004,LA,246.2
Michael Clayton,WR,2004,TB,244.3
Rod Smith,WR,2004,DEN,238.7
Nate Burleson,WR,2004,MIN,235.5
Brandon Stokley,WR,2004,IND,233.7
Andre Johnson,WR,2004,HOU,228.4
Jimmy Smith,WR,2004,JAX,225.2
Eric Moulds,WR,2004,BUF,222.2
Eddie Kennison,WR,2004,KC,220.1
Jerry Porter,WR,2004,LV,213.4
Hines Ward,WR,2004,PIT,212.9
Chris Chambers,WR,2004,MIA,208.4
Ashley Lelie,WR,2004,DEN,204.9
Keyshawn Johnson,WR,2004,DAL,201.96
Randy Moss,WR,2004,MIN,201.18
T.J. Houshmandzadeh,WR,2004,CIN,199.9
Lee Evans,WR,2004,BUF,192.8
Laveranues Coles,WR,2004,WAS,188.7
Larry Fitzgerald,WR,2004,ARI,185.4
Roy Williams,WR,2004,DET,181.8
Donte' Stallworth,WR,2004,NO,168.4
David Patten,WR,2004,NE,166.5
Antonio Bryant,WR,2004,CLE,161.2
David Givens,WR,2004,NE,161.2
Marcus Robinson,WR,2004,MIN,160.7
Santana Moss,WR,2004,NYJ,160.6
Justin McCareins,WR,2004,NYJ,156.5
Johnnie Morton,WR,2004,KC,154.8
Ronald Curry,WR,2004,LV,153.6
Keary Colbert,WR,2004,CAR,152.4
Dennis Northcutt,WR,2004,CLE,149.5
Rod Gardner,WR,2004,WAS,146.7
Eric Parker,WR,2004,LAC,143.3
Brandon Lloyd,WR,2004,SF,137.5
Plaxico Burress,WR,2004,PIT,134.8
Cedrick Wilson,WR,2004,SF,129.7
Peerless Price,WR,2004,ATL,124.9
Amani Toomer,WR,2004,NYG,123.7
Anquan Boldin,WR,2004,ARI,122.6
Marty Booker,WR,2004,MIA,120.92
Jabar Gaffney,WR,2004,HOU,119.2
David Terrell,WR,2004,CHI,116.9
Joey Galloway,WR,2004,TB,112.5
Todd Pinkston,WR,2004,PHI,109.6
Bryant Johnson,WR,2004,ARI,108.1
Troy Edwards,WR,2004,JAX,105.5
Deion Branch,WR,2004,NE,104.4
Shaun McDonald,WR,2004,LA,104.4
Az-Zahir Hakim,WR,2004,DET,102.3
Doug Gabriel,WR,2004,LV,100.8
Curtis Conway,WR,2004,SF,98.3
Jerome Pathon,WR,2004,NO,96.1
Bobby Engram,WR,2004,SEA,95.9
Bobby Wade,WR,2004,CHI,95.7
Ike Hilliard,WR,2004,NYG,94.1
Koren Robinson,WR,2004,SEA,92.8
Jerry Rice,WR,2004,SEA,90.9
Quincy Morgan,WR,2004,DAL,89.7
Kevin Curtis,WR,2004,LA,88.5
Kelley Washington,WR,2004,CIN,86.7
Corey Bradford,WR,2004,HOU,84.9
Ricky Proehl,WR,2004,CAR,84.6
Derrius Thompson,WR,2004,MIA,82.9
Dez White,WR,2004,ATL,80.4
Clarence Moore,WR,2004,BAL,79.3
Boo Williams,WR,2004,NO,79.2
Darius Watts,WR,2004,DEN,78.8
Wayne Chrebet,WR,2004,NYJ,76.7
Keenan McCardell,WR,2004,LAC,76.6
Derick Armstrong,WR,2004,HOU,76.5
Kevin Johnson,WR,2004,BAL,76.3
Terry Glenn,WR,2004,DAL,75.7
Travis Taylor,WR,2004,BAL,74.1
Joe Jurevicius,WR,2004,TB,72.3
Freddie Mitchell,WR,2004,PHI,71.7
Reche Caldwell,WR,2004,LAC,71.5
Randy Hymes,WR,2004,BAL,70.3
Andre Davis,WR,2004,CLE,69.3
Robert Ferguson,WR,2004,GB,68.7
Dante Hall,WR,2004,KC,65.6
Tai Streets,WR,2004,DET,62
Reggie Williams,WR,2004,JAX,61.8
Ernest Wilford,WR,2004,JAX,60.1
Kelly Campbell,WR,2004,MIN,59.8
Brian Finneran,WR,2004,ATL,58.8
Kassim Osgood,WR,2004,LAC,57.8
Antonio Chatman,WR,2004,GB,56.2
Eddie Berlin,WR,2004,TEN,53.8
Bernard Berrian,WR,2004,CHI,52.3
Tim Brown,WR,2004,TB,48
Alvis Whitted,WR,2004,LV,45.7
Reggie Swinton,WR,2004,DET,45.6
Bryan Gilmore,WR,2004,MIA,41.6
Troy Brown,WR,2004,NE,41.4
Bethel Johnson,WR,2004,NE,40.2
Chris Horn,WR,2004,KC,40
Tim Carter,WR,2004,NYG,38.5
James Thrash,WR,2004,WAS,37.3
Greg Lewis,WR,2004,PHI,36.9
Karl Williams,WR,2004,ARI,36.3
Taylor Jacobs,WR,2004,WAS,35.2
Charles Lee,WR,2004,TB,33.7
Jonathan Carter,WR,2004,NYJ,33.3
Patrick Crayton,WR,2004,DAL,32.2
David Tyree,WR,2004,NYG,31.5
Josh Reed,WR,2004,BUF,31.2
Frisman Jackson,WR,2004,CLE,30.2
Dane Looker,WR,2004,LA,29.3
Cortez Hankton,WR,2004,JAX,29.1
Rashaun Woods,WR,2004,SF,29
Arnaz Battle,WR,2004,SF,28.8
Samie Parker,WR,2004,KC,28.7
Bill Schroeder,WR,2004,TB,28.6
Justin Gage,WR,2004,CHI,27.6
Michael L. Lewis,WR,2004,NO,26.7
Sam Aiken,WR,2004,BUF,25.8
Peter Warrick,WR,2004,CIN,25.1
Eddie Drummond,WR,2004,DET,24.9
Lee Mays,WR,2004,PIT,22.7
Tim Dwight,WR,2004,LAC,22.5
Jerheme Urban,WR,2004,SEA,21.7
Terrance Copper,WR,2004,DAL,21.3
Jamaar Taylor,WR,2004,NYG,19.8
Michael Jenkins,WR,2004,ATL,19.1
Jerricho Cotchery,WR,2004,NYJ,18
David Kircus,WR,2004,DET,15.8
Nate Jackson,WR,2004,DEN,15.3
Kevin Walter,WR,2004,CIN,14.7
Malcom Floyd,WR,2004,LAC,13.9
Jonathan Smith,WR,2004,BUF,12.2
Darnerien McCants,WR,2004,WAS,12.1
Nate Poole,WR,2004,ARI,12
Steve Smith,WR,2004,CAR,12
Triandos Luke,WR,2004,DEN,11.2
Bobby Shaw,WR,2004,LAC,11
John Stone,WR,2004,LV,11
Andre King,WR,2004,CLE,9.9
Scott Vines,WR,2004,DET,8.1
Willie Ponder,WR,2004,NYG,6.9
Richard Alston,WR,2004,CLE,6
Wes Welker,WR,2004,MIA,6
Jason McAddley,WR,2004,TEN,5.8
Billy McMullen,WR,2004,PHI,5.4
Cliff Russell,WR,2004,CIN,4.6
Karl Hankton,WR,2004,CAR,4.5
Talman Gardner,WR,2004,NO,3.3
Tyrone Calico,WR,2004,TEN,3.3
Andrae Thurman,WR,2004,GB,3.2
Brad Pyatt,WR,2004,IND,3.2
Alex Bannister,WR,2004,SEA,3
Johnnie Morant,WR,2004,LV,3
Dedric Ward,WR,2004,DAL,2.6
Devard Darling,WR,2004,BAL,2.5
Mike Furrey,WR,2004,LA,1.8
Ronald Bellamy,WR,2004,MIA,1.8
Sean Morey,WR,2004,PIT,1.8
Aaron Moorehead,WR,2004,IND,1.7
Reggie Newhouse,WR,2004,ARI,1.5
Troy Walters,WR,2004,IND,1.5
Jermaine Lewis,WR,2004,JAX,1.4
Keenan Howry,WR,2004,MIN,1.3
Mike Alstott,FB,2005,TB,99.2
Verron Haynes,FB,2005,PIT,65.7
Jerald Sowell,FB,2005,NYJ,61.6
Lorenzo Neal,FB,2005,LAC,54.1
William Henderson,FB,2005,GB,53.9
Mack Strong,FB,2005,SEA,46.4
Heath Evans,FB,2005,NE,45.7
Jeremi Johnson,FB,2005,CIN,37.9
Daimon Shelton,FB,2005,BUF,28.8
Marc Edwards,FB,2005,CHI,28.6
Brad Hoover,FB,2005,CAR,24.9
Terrelle Smith,FB,2005,CLE,24.7
Tony Richardson,FB,2005,KC,23.8
Lousaka Polite,FB,2005,DAL,23
Jim Finn,FB,2005,NYG,22.8
Josh Parry,FB,2005,PHI,21.9
Derrick Wimbush,FB,2005,JAX,20.8
Mike Karney,FB,2005,NO,17.3
Madison Hedgecock,FB,2005,LA,15.9
Dan Kreider,FB,2005,PIT,13.4
Leonard Weaver,FB,2005,SEA,10.2
B.J. Askew,FB,2005,NYJ,8
Chris Hetherington,FB,2005,SF,7.9
Bryan Johnson,FB,2005,CHI,7
Vonta Leach,FB,2005,GB,6.9
Ovie Mughelli,FB,2005,BAL,2.3
Kris Brown,K,2005,HOU,0.4
Jeff Wilkins,K,2005,LA,-0.4
Carson Palmer,QB,2005,CIN,265.84
Tom Brady,QB,2005,NE,249.3
Peyton Manning,QB,2005,IND,242.38
Matt Hasselbeck,QB,2005,SEA,230.6
Eli Manning,QB,2005,NYG,224.48
Mike Vick,QB,2005,ATL,219.08
Jake Plummer,QB,2005,DEN,218.24
Trent Green,QB,2005,KC,210.76
Drew Brees,QB,2005,LAC,209.94
Kerry Collins,QB,2005,LV,208.16
Drew Bledsoe,QB,2005,DAL,206.56
Jake Delhomme,QB,2005,CAR,197.94
Mark Brunell,QB,2005,WAS,195.1
Steve McNair,QB,2005,TEN,180.34
Brett Favre,QB,2005,GB,173.44
Aaron Brooks,QB,2005,NO,169.38
Ben Roethlisberger,QB,2005,PIT,168.3
Gus Frerotte,QB,2005,MIA,165.94
David Carr,QB,2005,HOU,160.32
Donovan McNabb,QB,2005,PHI,153.78
Byron Leftwich,QB,2005,JAX,147.62
Kurt Warner,QB,2005,ARI,130.32
Marc Bulger,QB,2005,LA,129.88
Brad Johnson,QB,2005,MIN,114.7
Joey Harrington,QB,2005,DET,105.44
Trent Dilfer,QB,2005,CLE,103.44
Chris Simms,QB,2005,TB,103.2
Kyle Boller,QB,2005,BAL,100.56
David Garrard,QB,2005,JAX,95.18
Josh McCown,QB,2005,ARI,95.18
Brooks Bollinger,QB,2005,NYJ,90.12
Kelly Holcomb,QB,2005,BUF,81.46
Kyle Orton,QB,2005,CHI,79.16
J.P. Losman,QB,2005,BUF,78.8
Daunte Culpepper,QB,2005,MIN,78.66
Mike McMahon,QB,2005,PHI,76.82
Anthony Wright,QB,2005,BAL,74.08
Brian Griese,QB,2005,TB,58.64
Jamie Martin,QB,2005,LA,57.68
Charlie Frye,QB,2005,CLE,49.38
Jeff Garcia,QB,2005,DET,48.58
Ryan Fitzpatrick,QB,2005,LA,47.48
Matt Schaub,QB,2005,ATL,47.4
Tim Rattay,QB,2005,SF,32.48
Sage Rosenfels,QB,2005,MIA,29.98
Billy Volek,QB,2005,TEN,27.26
Jim Sorgi,QB,2005,IND,25.86
Ken Dorsey,QB,2005,SF,24.34
Vinny Testaverde,QB,2005,NYJ,23.48
Chad Pennington,QB,2005,NYJ,21.9
Alex Smith,QB,2005,SF,21.3
Charlie Batch,QB,2005,PIT,20.84
Todd Bouman,QB,2005,NO,18.38
Tommy Maddox,QB,2005,PIT,14.84
Matt Cassel,QB,2005,NE,14.62
Patrick Ramsey,QB,2005,WAS,11.46
Bradlee Van Pelt,QB,2005,DEN,11.08
Rex Grossman,QB,2005,CHI,10.36
Quinn Gray,QB,2005,JAX,10.1
John Navarre,QB,2005,ARI,8.96
Seneca Wallace,QB,2005,SEA,8.42
Jay Fiedler,QB,2005,NYJ,8.28
Tony Banks,QB,2005,HOU,6.72
Jeff Blake,QB,2005,CHI,6.1
Chris Weinke,QB,2005,CAR,6.06
Cody Pickett,QB,2005,SF,5.8
Matt Mauck,QB,2005,TEN,5.34
Kordell Stewart,QB,2005,BAL,3
Marques Tuiasosopo,QB,2005,LV,2.86
Philip Rivers,QB,2005,LAC,2.5
Jon Kitna,QB,2005,CIN,1.36
Kliff Kingsbury,QB,2005,NYJ,0.68
Dan Orlovsky,QB,2005,DET,0.52
Shaun Hill,QB,2005,MIN,-0.2
Todd Collins,QB,2005,KC,-0.2
Tony Romo,QB,2005,DAL,-0.2
Tim Hasselbeck,QB,2005,NYG,-0.3
Koy Detmer,QB,2005,PHI,-0.38
Doug Flutie,QB,2005,NE,-0.94
Aaron Rodgers,QB,2005,GB,-2.7
Shaun Alexander,RB,2005,SEA,376.8
LaDainian Tomlinson,RB,2005,LAC,366.28
Larry Johnson,RB,2005,KC,360.3
Tiki Barber,RB,2005,NYG,359
Edgerrin James,RB,2005,IND,310.3
LaMont Jordan,RB,2005,LV,294.8
Clinton Portis,RB,2005,WAS,271.88
Rudi Johnson,RB,2005,CIN,249.8
Steven Jackson,RB,2005,LA,233.6
Brian Westbrook,RB,2005,PHI,228
Thomas Jones,RB,2005,CHI,223.8
Mike Anderson,RB,2005,DEN,214.6
Warrick Dunn,RB,2005,ATL,214.6
Reuben Droughns,RB,2005,CLE,209.1
Domanick Williams,RB,2005,HOU,204.3
Willis McGahee,RB,2005,BUF,198.5
Willie Parker,RB,2005,PIT,190
Corey Dillon,RB,2005,NE,189.4
Julius Jones,RB,2005,DAL,182.1
Chris Brown,RB,2005,TEN,178.8
Cadillac Williams,RB,2005,TB,177.9
DeShaun Foster,RB,2005,CAR,175.4
Ronnie Brown,RB,2005,MIA,167.9
Tatum Bell,RB,2005,DEN,166.5
Mewelde Moore,RB,2005,MIN,159.1
Jamal Lewis,RB,2005,BAL,155.7
Curtis Martin,RB,2005,NYJ,137.3
Stephen Davis,RB,2005,CAR,136.1
Ricky Williams,RB,2005,MIA,134.6
Kevan Barlow,RB,2005,SF,129.2
Priest Holmes,RB,2005,KC,127.8
Kevin Jones,RB,2005,DET,127.3
Chris Perry,RB,2005,CIN,121.7
Michael Pittman,RB,2005,TB,121.6
Chester Taylor,RB,2005,BAL,120.9
Antwaan Randle El,RB,2005,PIT,120.78
Fred Taylor,RB,2005,JAX,118
Samkon Gado,RB,2005,GB,115.9
Marion Barber,RB,2005,DAL,113.3
Tony Fisher,RB,2005,GB,112.56
Michael Bennett,RB,2005,MIN,108.7
Marshall Faulk,RB,2005,LA,108.3
Frank Gore,RB,2005,SF,102.9
Shawn Bryson,RB,2005,DET,100
Marcel Shipp,RB,2005,ARI,99.6
Jerome Bettis,RB,2005,PIT,98.8
Greg Jones,RB,2005,JAX,98
Antowain Smith,RB,2005,NO,96.5
Jonathan Wells,RB,2005,HOU,96.4
Aaron Stecker,RB,2005,NO,95.4
T.J. Duckett,RB,2005,ATL,94.3
Artose Pinner,RB,2005,DET,92
J.J. Arrington,RB,2005,ARI,85.9
Patrick Pass,RB,2005,NE,85.2
Deuce McAllister,RB,2005,NO,80.2
Alvin Pearman,RB,2005,JAX,72.9
Kyle Johnson,RB,2005,DEN,69.9
Ladell Betts,RB,2005,WAS,65.6
Maurice Hicks,RB,2005,SF,65.5
Kevin Faulk,RB,2005,NE,65.4
Obafemi Ayanbadejo,RB,2005,ARI,63.7
Adrian Peterson,RB,2005,CHI,62.9
Ahman Green,RB,2005,GB,59.2
Dominic Rhodes,RB,2005,IND,57.6
Travis Henry,RB,2005,TEN,56.2
Cedric Houston,RB,2005,NYJ,54.8
Justin Griffith,RB,2005,ATL,54.6
Michael Turner,RB,2005,LAC,51.5
Zack Crockett,RB,2005,LV,50.9
Brandon Jacobs,RB,2005,NYG,49.9
Vernand Morency,RB,2005,HOU,49.1
Ryan Moats,RB,2005,PHI,48.5
Shaud Williams,RB,2005,BUF,44.9
Maurice Morris,RB,2005,SEA,44.6
LaBrandon Toefield,RB,2005,JAX,42.9
Nick Goings,RB,2005,CAR,42.4
Lamar Gordon,RB,2005,PHI,39.1
Ron Dayne,RB,2005,DEN,35.7
Rock Cartwright,RB,2005,WAS,34.2
Jarrett Payton,RB,2005,TEN,31.5
Ciatrick Fason,RB,2005,MIN,30.2
Duce Staley,RB,2005,PIT,30.2
Reno Mahe,RB,2005,PHI,27.5
Cedric Benson,RB,2005,CHI,26.5
Sammy Morris,RB,2005,MIA,25.2
Najeh Davenport,RB,2005,GB,24.8
Noah Herron,RB,2005,GB,24.3
Troy Fleming,RB,2005,TEN,22.9
Tyson Thompson,RB,2005,DAL,22.8
Terry Jackson,RB,2005,SF,19.8
Arlen Harris,RB,2005,LA,17.5
Jameel Cook,RB,2005,TB,17.3
Cory Schlesinger,RB,2005,DET,17.2
William Green,RB,2005,CLE,15.8
Derrick Ward,RB,2005,NYG,15.6
Moe Williams,RB,2005,MIN,15.2
Aveion Cason,RB,2005,LA,14.6
Anthony Thomas,RB,2005,NO,14.5
Dee Brown,RB,2005,KC,13.4
Jason Wright,RB,2005,CLE,13.2
Justin Green,RB,2005,BAL,12.6
Paul Smith,RB,2005,DET,10.5
Jamal Robertson,RB,2005,CAR,10.1
Lee Suggs,RB,2005,CLE,10.1
Derrick Blaylock,RB,2005,NYJ,10
Ran Carthon,RB,2005,IND,9.8
Darren Sproles,RB,2005,LAC,9
Joe Burns,RB,2005,BUF,8.9
Jason McKie,RB,2005,CHI,7.7
Damien Nash,RB,2005,TEN,7.6
Bruce Perry,RB,2005,PHI,7.4
Moran Norris,RB,2005,HOU,7.4
James Mungro,RB,2005,IND,7.3
Earnest Graham,RB,2005,TB,6.3
James Jackson,RB,2005,ARI,6.2
Chad Morton,RB,2005,NYG,6
Mike Cloud,RB,2005,NYG,5.9
Cecil Sapp,RB,2005,DEN,5.8
Steve Bush,RB,2005,SF,5.1
Justin Fargas,RB,2005,LV,4.7
Fred McCrary,RB,2005,ATL,4.2
Alan Ricard,RB,2005,BAL,3.8
Musa Smith,RB,2005,BAL,3.5
Fred Beasley,RB,2005,SF,3.2
Amos Zereoue,RB,2005,NE,2.9
Walter Williams,RB,2005,GB,2.9
Travis Minor,RB,2005,MIA,2.7
Ronnie Cruz,RB,2005,KC,2.5
Jamel White,RB,2005,BAL,1.7
Jarrod Baxter,RB,2005,ARI,1.4
ReShard Lee,RB,2005,GB,1.1
Damien Anderson,RB,2005,ARI,0.7
Rod Smart,RB,2005,CAR,0.6
Andrew Pinnock,RB,2005,LAC,0.4
Nehemiah Broughton,RB,2005,WAS,0.3
Nicolas Luchey,RB,2005,CIN,0
Antonio Gates,TE,2005,LAC,259.1
Todd Heap,TE,2005,BAL,200.5
Jeremy Shockey,TE,2005,NYG,198.1
Chris Cooley,TE,2005,WAS,188.4
Alge Crumpler,TE,2005,ATL,182.7
Tony Gonzalez,TE,2005,KC,180.5
Jason Witten,TE,2005,DAL,177.7
Randy McMichael,TE,2005,MIA,146.2
L.J. Smith,TE,2005,PHI,145.2
Ben Troupe,TE,2005,TEN,132
Jermaine Wiggins,TE,2005,MIN,130.8
Jerramy Stevens,TE,2005,SEA,130.4
Erron Kinney,TE,2005,TEN,121.3
Heath Miller,TE,2005,PIT,120.9
Marcus Pollard,TE,2005,DET,114.6
Dallas Clark,TE,2005,IND,109.8
Steve Heiden,TE,2005,CLE,101.1
Benjamin Watson,TE,2005,NE,95.1
Alex Smith,TE,2005,TB,89.7
Jeb Putzier,TE,2005,DEN,87.1
Zach Hilton,TE,2005,NO,80.6
Bo Scaife,TE,2005,TEN,76.3
Donald Lee,TE,2005,GB,74.4
Courtney Anderson,TE,2005,LV,72.3
David Martin,TE,2005,GB,69.4
Mike Sellers,TE,2005,WAS,67.3
Doug Jolley,TE,2005,NYJ,65.4
Adam Bergen,TE,2005,ARI,61
Desmond Clark,TE,2005,CHI,58.9
Daniel Graham,TE,2005,NE,57.5
Bryan Fletcher,TE,2005,IND,56.2
Kris Mangum,TE,2005,CAR,55.2
Bubba Franks,TE,2005,GB,53.8
Chris Baker,TE,2005,NYJ,50.9
Stephen Alexander,TE,2005,DEN,44
Matt Schobel,TE,2005,CIN,43.3
Daniel Wilcox,TE,2005,BAL,41.4
Marcellus Rivers,TE,2005,HOU,40.8
Michael Gaines,TE,2005,CAR,39.5
Aaron Shea,TE,2005,CLE,39.3
Jimmy Kleinsasser,TE,2005,MIN,39.1
Robert Royal,TE,2005,WAS,37.1
George Wrighster,TE,2005,JAX,37
Kyle Brady,TE,2005,JAX,35.7
Ernie Conwell,TE,2005,NO,33.5
Mark Campbell,TE,2005,BUF,32.9
Eric Edwards,TE,2005,ARI,31.3
Reggie Kelly,TE,2005,CIN,30
Randal Williams,TE,2005,LV,29.4
Brandon Manumaleuna,TE,2005,LA,28.1
Ryan Hannam,TE,2005,SEA,27.9
Anthony Becht,TE,2005,TB,27.2
Christian Fauria,TE,2005,NE,25.7
Ben Utecht,TE,2005,IND,20.9
Justin Peelle,TE,2005,LAC,20.8
Casey Fitzsimmons,TE,2005,DET,20.5
Visanthe Shiancoe,TE,2005,NYG,17.1
Terry Jones,TE,2005,SF,16.6
Lorenzo Diamond,TE,2005,MIA,13.4
Dwayne Blakley,TE,2005,ATL,13
Cameron Cleeland,TE,2005,LA,12.7
Darnell Dinkins,TE,2005,BAL,11.5
Chad Lewis,TE,2005,PHI,11.4
Dan Campbell,TE,2005,DAL,11.4
Stephen Spach,TE,2005,PHI,11.2
Billy Bajema,TE,2005,SF,10.4
Jason Dunn,TE,2005,KC,10.3
Wesley Duke,TE,2005,DEN,10.2
J.P. Foschi,TE,2005,LV,9.7
Lamont Hall,TE,2005,NO,9.6
